,Date,Time,Elat,Elon,Dep,Tag,F01,F02,F03,F04,F05,F06,F07,F08,F09,F10,F11,F12,F13,y
7300,2021-08-05,23:58:49.94,39.428,-110.301,-1.6,mis,-0.46,0.06,0.19,-112.1,-135.2,13.9,12.57,0.07,0.28,,,,,2
7118,2021-06-07,17:33:42.19,40.727,-112.061,8.5,eq,-0.05,0.47,0.41,-115.9,-129.1,16.17,14.79,0.16,0.09,0.09,0.16,-0.2,-0.17,1
1872,2016-04-13,19:54:23.28,40.519,-112.168,-2.0,ex,-0.09,,0.03,,-89.9,,13.97,,0.24,0.13,0.27,,0.31,0
5609,2020-04-15,04:37:45.06,39.41,-110.303,-1.4,mis,,-0.2,0.06,-93.2,-143.6,14.04,12.33,,0.09,-0.11,0.07,,0.39,2
8067,2022-01-02,05:24:42.20,40.742,-112.042,9.3,eq,,,0.87,,-90.3,,15.37,,,,,,,1
6229,2020-06-16,19:33:56.73,39.411,-110.326,-1.5,mis,,,,,,,,,,,,,,2
7357,2021-08-21,05:21:09.68,39.431,-110.323,-1.0,mis,,,0.68,,-130.6,,11.98,,,,,,,2
5876,2020-04-28,18:05:53.26,39.412,-110.31,-1.2,mis,,,,,,,,,,,,,,2
1544,2015-08-09,05:14:31.80,38.557,-112.225,7.8,eq,0.25,0.89,0.77,-116.6,-135.0,15.5,14.53,-0.02,-0.04,-0.05,-0.03,-0.07,-0.02,1
8796,2022-07-22,06:01:28.26,39.428,-110.3,-1.8,mis,-0.32,-0.01,0.07,-84.3,-133.9,13.91,12.94,0.03,0.19,0.12,0.16,0.4,0.5,2
31,2012-10-11,22:57:28.89,40.53,-112.159,-2.0,ex,-0.09,0.14,0.53,-98.5,-112.9,13.35,12.15,0.42,0.32,0.27,,0.48,0.61,0
5605,2020-04-15,04:21:33.15,40.723,-112.067,9.5,eq,,,,,,,,,,,,,,1
9186,2022-09-18,23:50:20.84,39.428,-110.308,-1.1,mis,-0.5,0.07,0.28,-110.5,-124.2,13.05,12.81,0.01,0.13,0.03,,0.14,,2
3303,2019-03-01,15:31:27.74,39.36,-111.417,18.6,eq,,,,,,,,,,,,,,1
6142,2020-06-02,04:38:00.66,39.413,-110.307,-1.3,mis,-0.2,0.34,0.36,-93.4,-87.7,13.72,12.86,,,,,0.41,,2
2815,2018-03-31,12:44:52.12,36.92,-112.406,21.1,eq,0.19,0.25,0.38,-120.5,-125.8,16.64,15.88,,-0.25,-0.14,-0.2,,-0.51,1
4515,2020-03-19,11:25:36.08,40.748,-112.05,7.1,eq,,,,,,,,,,,,,,1
7414,2021-08-26,20:12:32.77,39.429,-110.308,-1.3,mis,1.45,1.89,2.02,-104.0,-131.7,13.72,12.77,,,,,0.45,,2
481,2013-08-07,22:34:45.90,38.469,-113.052,-2.0,ex,-0.12,-0.14,0.05,-79.8,-78.0,14.13,12.97,,,,,,,0
6201,2020-06-12,01:56:16.03,40.733,-112.05,8.0,eq,,,,,,,,,,,,,,1
5780,2020-04-20,15:42:08.79,40.736,-112.056,8.6,eq,,,,,,,,,,,,,,1
3503,2019-05-23,07:24:35.71,41.61,-111.728,15.8,eq,,,,,,,,,,,,,,1
6983,2021-04-02,15:54:11.89,40.737,-112.044,6.8,eq,,,1.0,,-93.1,,15.73,,,,,,,1
7843,2021-10-26,20:10:49.22,39.427,-110.316,-1.1,mis,,,,,,,,,,,,,,2
346,2013-05-02,17:21:57.79,41.09,-111.568,-2.0,ex,,,,,,,,,,,,,,0
9429,2023-04-11,16:34:24.99,37.43,-113.116,9.3,eq,-0.24,,0.16,,-124.3,,15.3,,,,,,,1
3404,2019-03-28,17:59:01.51,39.407,-110.32,-1.2,mis,-0.55,0.95,,-90.0,,14.6,,,,,,,,2
4941,2020-03-22,03:59:38.65,37.581,-113.374,3.5,eq,0.48,,0.44,,-141.7,,15.38,,,,,,-0.26,1
2727,2018-01-11,11:14:57.93,38.422,-112.851,6.9,eq,,,,,,,,,,,,,,1
279,2013-03-19,01:25:51.04,38.146,-111.27,7.9,eq,-0.03,0.43,0.33,-136.6,-152.7,15.93,15.1,-0.02,-0.04,-0.08,0.01,-0.06,-0.01,1
8256,2022-02-11,04:39:47.70,38.34,-113.096,7.2,eq,-0.03,0.19,0.3,-125.8,-142.7,15.97,14.84,-0.18,-0.17,-0.11,-0.15,-0.16,-0.22,1
2559,2017-08-24,20:08:43.17,40.388,-111.96,-2.0,ex,-0.12,0.24,,-75.3,,13.05,,,,,,,,0
4635,2020-03-19,22:33:05.38,40.765,-112.079,6.5,eq,,,,,,,,,,,,,,1
622,2013-10-26,22:06:30.19,41.972,-112.031,9.4,eq,0.31,1.07,0.85,-97.1,-106.7,15.09,14.36,-0.07,-0.09,-0.17,0.08,,0.24,1
7930,2021-11-05,02:59:01.65,39.421,-110.3,-2.1,mis,,,0.07,,-122.3,,12.39,,,,,,,2
9299,2022-11-12,18:54:35.19,38.427,-112.829,4.4,eq,0.66,,,,,,,,,,,,,1
1844,2016-03-27,20:04:30.32,40.507,-112.161,-2.0,ex,-0.19,0.11,0.34,-81.9,-125.0,13.93,12.23,0.03,0.13,0.18,0.16,0.06,0.18,0
6361,2020-07-13,16:58:35.49,40.718,-112.071,8.2,eq,,,,,,,,,,,,,,1
219,2013-02-05,21:15:04.29,37.387,-112.447,-2.0,ex,-0.82,,-0.51,,-92.0,,12.26,,,,,,0.07,0
5187,2020-03-26,18:07:32.94,40.745,-112.043,8.6,eq,0.08,0.56,0.6,-116.0,-129.6,15.58,15.35,0.03,-0.07,0.01,-0.08,-0.13,0.19,1
510,2013-08-22,10:33:40.92,41.926,-112.355,9.9,eq,0.61,0.88,0.83,-109.5,-101.0,16.04,15.01,,-0.04,-0.06,-0.01,,-0.14,1
3702,2019-12-19,04:12:15.95,41.091,-111.542,10.2,eq,,,0.49,,-114.9,,14.5,,,,,,-0.38,1
5186,2020-03-26,17:53:57.36,40.747,-112.043,8.4,eq,,,,,,,,,,,,,,1
7858,2021-10-27,20:08:13.66,39.426,-110.31,-1.3,mis,,,,,,,,,,,,,,2
8707,2022-07-08,02:31:24.39,39.433,-110.32,-0.9,mis,,,,,,,,,,,,,,2
3322,2019-03-05,07:55:22.23,40.471,-111.942,6.6,eq,0.18,0.71,0.63,-107.9,-121.9,15.1,14.86,-0.18,-0.14,-0.18,-0.07,-0.08,0.01,1
2492,2017-07-18,19:24:50.86,41.135,-112.91,-1.5,ex,0.02,0.44,0.23,-89.9,-108.2,15.23,14.32,-0.0,0.15,0.32,,,0.7,0
5156,2020-03-25,15:52:57.91,40.774,-112.076,8.7,eq,,,,,,,,,,,,,,1
1342,2015-03-14,13:04:00.00,40.721,-111.799,-2.0,ex,,,,,,,,,,,,,,0
3441,2019-04-15,08:05:22.42,40.164,-112.037,9.9,eq,,,0.96,,-49.7,,14.85,,,,,,,1
4237,2020-03-18,23:51:20.29,40.749,-112.065,6.5,eq,,,,,,,,,,,,,,1
4901,2020-03-21,19:09:12.36,40.738,-112.061,8.2,eq,,,,,,,,,,,,,,1
6291,2020-06-27,19:02:53.45,40.736,-112.067,7.4,eq,,,,,,,,,,,,,,1
8302,2022-02-19,00:32:33.04,39.424,-110.311,-1.7,mis,-0.37,0.16,-0.12,-90.7,-102.4,13.28,13.34,0.13,0.1,,,,,2
7940,2021-11-06,15:26:19.23,40.722,-111.767,4.5,eq,,,,,,,,,,,,,,1
4778,2020-03-20,22:31:54.85,40.757,-112.061,8.9,eq,0.19,1.32,1.41,-95.9,-127.7,15.92,14.91,,-0.86,-0.66,-0.63,,0.11,1
8540,2022-05-23,02:50:43.66,37.466,-113.852,10.1,eq,0.08,0.35,0.29,-134.5,-144.5,16.12,15.14,0.14,-0.12,-0.04,-0.16,-0.41,-0.48,1
7241,2021-07-29,17:42:50.52,39.431,-110.312,-1.3,mis,-0.24,0.24,0.43,-100.4,-117.6,14.27,12.82,0.12,0.24,0.28,0.16,0.39,0.6,2
1,2012-10-01,17:02:17.22,40.5,-112.155,-2.0,ex,0.1,,,,,,,,,,,,,0
4270,2020-03-19,01:12:06.48,40.759,-112.085,8.9,eq,,,,,,,,,,,,,,1
8279,2022-02-16,01:56:47.95,39.418,-110.304,-2.2,mis,,,,,,,,,,,,,,2
5838,2020-04-24,18:23:40.14,40.739,-112.035,9.8,eq,0.08,,,,,,,,,,,,,1
808,2014-03-12,21:26:06.14,38.947,-112.907,-2.0,ex,0.09,0.89,0.75,-58.8,-74.7,13.31,12.77,,,,,,,0
7235,2021-07-28,21:05:43.20,39.434,-110.329,-1.0,mis,,,,,,,,,,,,,,2
3843,2020-03-18,14:16:10.25,40.755,-112.042,8.2,eq,-0.04,,,,,,,,,,,,,1
5654,2020-04-16,13:41:29.47,40.736,-112.062,9.5,eq,0.08,0.0,-0.03,-156.2,-157.3,16.94,16.47,-0.05,0.06,-0.03,0.01,-0.09,-0.04,1
8304,2022-02-19,07:59:52.41,39.421,-110.302,-2.3,mis,,-0.01,0.23,-82.3,-101.6,13.24,12.3,-0.04,0.22,0.07,0.07,0.06,0.27,2
7135,2021-06-17,07:18:24.58,36.907,-112.645,18.8,eq,0.09,0.33,0.18,-123.9,-134.7,16.5,15.59,-0.07,-0.09,-0.2,-0.12,-0.26,-0.42,1
7354,2021-08-20,05:23:09.26,39.429,-110.311,-1.2,mis,,,,,,,,,,,,,,2
8590,2022-06-16,21:35:02.06,39.441,-110.34,-2.3,mis,,,,,,,,,,,,,,2
5467,2020-04-08,04:29:17.64,40.759,-111.95,6.9,eq,,,,,,,,,,,,,,1
6285,2020-06-27,00:56:18.78,40.734,-112.059,9.4,eq,,,,,,,,,,,,,,1
7598,2021-09-23,19:57:56.09,39.425,-110.3,-2.1,mis,-0.35,0.36,-0.15,-97.6,-119.9,12.59,12.86,-0.0,0.19,0.09,,0.54,0.5,2
3984,2020-03-18,16:48:37.06,40.754,-112.058,8.8,eq,-0.22,,,,,,,,,,,,,1
8266,2022-02-11,11:56:36.40,41.799,-111.698,14.6,eq,,,0.85,,-121.9,,12.94,,,,,,,1
9650,2023-09-20,10:42:43.46,38.453,-112.802,4.9,eq,,,,,,,,,,,,,,1
5759,2020-04-18,22:38:24.79,38.471,-112.819,3.5,eq,,,,,,,,,,,,,,1
5251,2020-03-29,05:27:45.39,40.747,-112.079,9.7,eq,,,,,,,,,,,,,,1
8931,2022-08-11,17:06:04.02,39.431,-110.306,-1.5,mis,-0.53,-0.39,,-85.6,,14.11,,,,,,,,2
6976,2021-04-02,00:34:32.39,41.643,-112.322,6.4,eq,,,,,,,,,,,,,,1
3627,2019-10-11,16:38:07.62,41.798,-111.63,10.6,eq,,,0.91,,-114.8,,13.31,,,,,,,1
745,2014-02-01,22:42:46.84,40.49,-112.178,-2.0,ex,0.04,0.22,0.09,-62.7,-88.8,13.11,13.45,,,,,,,0
5824,2020-04-23,16:28:29.40,38.295,-112.548,10.7,eq,,,,,,,,,,,,,,1
3654,2019-11-04,18:45:15.27,40.099,-111.779,8.8,eq,,,,,,,,,,,,,,1
6657,2020-10-23,12:00:23.41,41.867,-112.348,6.4,eq,,,0.71,,-131.6,,15.35,,,,,,,1
3847,2020-03-18,14:20:00.89,40.737,-112.079,9.9,eq,-0.05,,,,,,,,,,,,,1
101,2012-11-01,18:58:06.80,40.83,-111.883,-2.0,ex,-0.73,,,,,,,,,,,,,0
2716,2017-12-29,19:06:05.82,40.395,-111.951,-2.0,ex,-0.12,-0.09,,-56.7,,13.78,,,,,,,,0
1593,2015-09-01,17:46:44.95,41.141,-112.926,-1.5,ex,,,0.37,,-62.9,,14.06,,,,,,,0
1179,2014-10-17,07:27:18.37,36.959,-112.983,20.3,eq,0.3,0.61,0.56,-129.3,-136.4,16.55,16.01,-0.1,-0.1,-0.07,-0.14,-0.19,-0.2,1
6988,2021-04-04,17:05:18.22,37.11,-112.831,20.1,eq,0.05,0.27,0.28,-86.9,-128.3,16.47,16.14,-0.11,-0.29,-0.45,-0.37,-0.38,-0.42,1
7168,2021-06-30,01:39:25.49,37.19,-112.877,21.1,eq,-0.18,,0.35,,-101.3,,14.54,,,,,,,1
2672,2017-11-15,09:21:52.86,37.566,-113.329,8.5,eq,,0.69,0.66,-113.3,-113.9,16.5,15.57,0.13,-0.05,-0.05,0.05,-0.19,-0.33,1
8199,2022-02-01,20:58:02.39,39.419,-110.304,-2.4,mis,,0.12,,-90.3,,12.69,,,,,,,,2
7510,2021-09-09,01:04:01.97,39.432,-110.307,-2.0,mis,-0.6,-0.32,-0.39,-113.3,-113.6,13.47,13.21,0.06,0.23,0.15,-0.04,0.69,0.58,2
6751,2020-12-04,02:57:26.74,38.609,-112.313,12.9,eq,,,1.07,,-75.9,,13.86,,,,,,-0.46,1
7320,2021-08-11,14:56:43.31,37.058,-112.876,17.4,eq,-0.19,,,,,,,,,,,,,1
7606,2021-09-26,00:58:45.88,39.428,-110.314,-1.2,mis,-0.35,0.05,0.34,-91.4,-139.2,15.46,12.47,,0.21,0.15,,,0.32,2
6264,2020-06-22,20:13:08.26,39.411,-110.314,-1.1,mis,,,,,,,,,,,,,,2
8006,2021-11-23,19:46:16.84,39.425,-110.3,-2.5,mis,,,,,,,,,,,,,,2
1213,2014-11-13,21:02:13.65,38.965,-112.933,-2.0,ex,0.18,0.74,0.62,-96.3,-110.9,14.11,13.5,0.1,0.24,0.39,,0.19,,0
1790,2016-02-21,18:49:17.35,38.003,-112.266,6.0,eq,-0.06,0.33,0.25,-140.6,-150.1,16.83,16.13,-0.11,-0.05,-0.04,0.01,-0.33,-0.24,1
7131,2021-06-16,09:14:19.91,37.498,-113.837,4.7,eq,,0.69,0.48,-109.0,-133.5,14.67,14.22,,-0.04,0.11,-0.03,,-0.23,1
8413,2022-03-16,05:41:01.88,39.423,-110.311,-1.6,mis,,,0.22,,-146.0,,12.34,,,,,,,2
218,2013-02-05,17:33:16.30,38.069,-109.085,-2.0,ex,,,,,,,,,,,,,,0
4267,2020-03-19,01:03:08.30,40.741,-112.04,8.6,eq,0.14,,0.78,,-113.8,,14.7,,,,,,-0.21,1
9456,2023-04-26,04:37:57.90,37.005,-113.915,14.6,eq,,0.49,0.26,-113.4,-139.0,16.04,14.93,,0.01,0.08,0.06,,-0.48,1
493,2013-08-15,11:42:17.24,37.522,-112.317,8.2,eq,-0.2,0.13,0.04,-160.0,-174.0,17.31,16.37,-0.16,-0.13,-0.08,-0.12,-0.38,-0.32,1
5743,2020-04-18,10:03:48.29,38.474,-112.799,5.1,eq,,,1.09,,-134.7,,13.72,,,,,,,1
1492,2015-07-07,17:45:18.24,41.142,-112.918,-1.5,ex,-0.17,0.22,0.18,-91.0,-95.5,15.62,14.47,-0.18,-0.01,0.15,,,0.64,0
5957,2020-05-08,07:12:41.11,40.715,-112.079,11.0,eq,0.17,0.78,0.67,-130.0,-136.9,15.5,15.0,-0.02,0.04,0.11,0.14,-0.12,-0.1,1
7899,2021-11-02,02:50:36.49,39.424,-110.305,-1.5,mis,,,,,-139.0,,12.71,,,,,,0.62,2
6334,2020-07-06,14:10:32.99,40.729,-112.069,9.0,eq,,,,,,,,,,,,,,1
8654,2022-06-30,17:28:57.83,39.428,-110.301,-1.4,mis,-0.29,,0.21,,-154.9,,12.88,,,,,,,2
7204,2021-07-21,15:38:27.63,39.429,-110.302,-1.6,mis,-0.29,0.16,0.17,-101.1,-105.1,13.53,13.05,0.03,0.19,,,,,2
4664,2020-03-20,02:07:35.54,40.741,-112.068,8.8,eq,,,,,,,,,,,,,,1
4357,2020-03-19,03:53:35.73,40.768,-112.121,7.7,eq,,,,,,,,,,,,,,1
4967,2020-03-22,09:47:16.87,40.731,-112.069,7.8,eq,0.12,,0.78,,-105.8,,14.47,,,,,,0.04,1
7559,2021-09-16,23:42:23.40,39.428,-110.307,-1.7,mis,,,0.27,,-134.3,,12.28,,,,,,0.34,2
6859,2021-02-05,01:26:44.78,41.471,-111.711,10.0,eq,0.2,0.45,0.33,-128.8,-134.2,15.84,15.32,-0.0,-0.03,-0.03,-0.09,-0.1,-0.22,1
9033,2022-08-25,21:53:43.86,39.431,-110.325,-0.9,mis,-0.21,,,,,,,,,,,,,2
8174,2022-01-26,21:27:50.71,39.423,-110.314,-1.3,mis,,,,,,,,,,,,,,2
3067,2018-12-23,12:23:45.62,36.964,-113.51,9.3,eq,,,0.44,,-137.0,,14.05,,,,,,-0.27,1
85,2012-10-27,22:58:54.12,40.494,-112.156,-2.0,ex,-0.03,0.32,0.26,-81.4,-95.2,13.66,12.55,,0.25,0.21,,,0.23,0
1954,2016-07-02,13:26:24.32,39.419,-111.808,15.7,eq,-0.24,0.73,0.56,-101.0,-106.5,14.48,14.11,,-0.01,-0.09,-0.06,,-0.04,1
3913,2020-03-18,15:22:41.90,40.772,-112.064,7.9,eq,,,0.87,,-98.3,,13.61,,,,,,,1
3159,2019-02-15,08:20:32.50,40.46,-111.927,7.3,eq,,,,,,,,,,,,,,1
3255,2019-02-21,03:44:42.00,40.467,-111.928,6.3,eq,,,0.8,,-86.6,,13.32,,,,,,,1
4834,2020-03-21,04:43:44.60,40.727,-112.07,9.6,eq,,,,,,,,,,,,,,1
2203,2016-12-22,21:09:50.94,39.539,-112.199,-2.0,ex,0.0,0.05,-0.11,-67.3,-92.3,15.32,13.32,0.4,0.21,0.25,0.4,,-0.16,0
4620,2020-03-19,20:28:34.94,40.754,-112.057,8.1,eq,,,,,,,,,,,,,,1
2315,2017-04-04,23:37:06.49,40.699,-111.635,11.2,eq,,,,,,,,,,,,,,1
4182,2020-03-18,21:22:58.53,40.742,-112.049,9.2,eq,-0.21,0.09,-0.01,-145.0,-148.4,16.78,16.26,0.0,-0.01,-0.04,-0.0,-0.05,-0.08,1
8450,2022-03-29,17:28:24.62,39.42,-110.308,-2.0,mis,,,,,,,,,,,,,,2
2848,2018-05-04,20:13:29.73,41.349,-112.026,-2.0,ex,-0.39,-0.26,-0.08,-88.6,-128.3,14.21,12.78,,,,,,,0
3571,2019-08-02,20:21:32.27,40.728,-111.615,8.9,eq,-0.1,,,,,,,,,,,,,1
1473,2015-06-23,22:43:41.81,41.056,-111.676,-2.0,ex,,,,,,,,,,,,,,0
3816,2020-03-18,13:44:51.11,40.766,-112.052,8.2,eq,,,,,,,,,,,,,,1
780,2014-02-27,21:37:38.07,40.392,-111.966,-2.0,ex,-0.26,0.22,0.05,-61.3,-72.2,12.69,12.92,,,,,,,0
5749,2020-04-18,14:31:52.57,37.031,-112.915,13.3,eq,0.1,0.27,0.42,-104.2,-136.3,16.1,16.14,,-0.25,-0.21,-0.19,,-0.31,1
3539,2019-06-15,08:24:28.69,37.43,-113.12,12.2,eq,0.54,0.85,0.79,-94.1,-111.3,14.88,14.88,,-0.1,-0.09,0.03,,-0.28,1
2972,2018-09-03,23:57:40.95,41.629,-112.383,5.9,eq,,,,,,,,,,,,,,1
900,2014-05-06,19:06:47.31,36.996,-113.609,-2.0,ex,-0.44,,-0.01,,-69.5,,13.07,,,,,,,0
5087,2020-03-24,04:46:33.34,40.752,-112.084,10.7,eq,,,,,,,,,,,,,,1
2280,2017-03-13,22:28:11.64,40.506,-112.146,-2.0,ex,-0.03,0.12,-0.01,-62.6,-47.2,15.2,14.52,,,,,,,0
7432,2021-08-29,14:54:21.17,38.51,-112.465,14.1,eq,0.37,,0.95,,-59.6,,14.04,,,,,,,1
2752,2018-01-31,19:45:54.96,39.412,-110.326,-1.6,mis,,,0.23,,-103.1,,12.32,,,,,,,2
694,2013-12-12,16:09:07.37,37.446,-112.611,24.0,eq,,,0.93,,-113.2,,13.55,,,,,,,1
4450,2020-03-19,07:32:36.01,40.754,-112.076,8.1,eq,,,,,,,,,,,,,,1
234,2013-02-21,17:35:35.44,38.142,-109.121,-2.0,ex,,,,,,,,,,,,,,0
7246,2021-07-30,01:26:53.23,39.428,-110.309,-1.0,mis,-0.36,0.14,0.27,-107.8,-130.8,14.41,13.0,0.1,0.29,,,,,2
8768,2022-07-20,02:38:57.00,39.427,-110.296,-1.8,mis,,,0.21,,-157.8,,12.65,,,,,,,2
8042,2021-12-23,05:59:13.68,39.43,-110.333,-2.2,mis,-0.68,-0.1,-0.45,-85.0,-108.6,12.58,12.83,0.1,0.12,0.09,0.15,0.76,0.82,2
9065,2022-08-30,22:07:14.26,39.429,-110.308,-1.3,mis,-0.71,,-0.08,,-112.4,,13.45,,,,,,,2
3729,2020-01-22,16:51:26.63,37.589,-113.299,8.8,eq,-0.05,,,,,,,,,,,,,1
6055,2020-05-20,09:52:34.65,40.756,-111.972,5.7,eq,,,,,,,,,,,,,,1
9509,2023-05-27,23:20:25.03,39.412,-112.075,8.4,eq,,0.79,0.72,-100.1,-102.8,15.02,14.12,,,,,,-0.03,1
3095,2019-01-12,12:07:44.77,37.005,-112.344,20.9,eq,,,0.59,,-105.8,,13.57,,,,,,,1
6101,2020-05-27,15:54:41.10,39.411,-110.308,-1.3,mis,,0.08,,-85.1,,13.1,,,,,,,,2
4411,2020-03-19,05:45:52.97,40.74,-112.116,5.7,eq,,,,,,,,,,,,,,1
3378,2019-03-20,19:41:42.20,40.469,-111.936,7.8,eq,,,0.59,,-106.1,,13.46,,,,,,,1
6041,2020-05-19,01:40:09.97,40.752,-112.047,8.5,eq,0.12,,0.59,,-92.9,,15.02,,,,,,,1
6040,2020-05-19,01:27:40.25,40.751,-112.048,6.9,eq,-0.05,0.53,0.51,-87.2,-118.1,16.33,15.76,,-0.18,-0.07,-0.17,,-0.23,1
6851,2021-02-02,00:04:51.30,41.59,-111.684,9.8,eq,,,0.92,,-102.1,,13.94,,,,,,,1
1126,2014-09-11,23:35:45.50,40.248,-111.884,-2.0,ex,-0.29,,,,,,,,,,,,,0
7868,2021-10-28,23:44:15.03,39.425,-110.3,-2.1,mis,,,,,,,,,,,,,,2
6996,2021-04-07,07:43:40.34,38.891,-111.475,16.3,eq,,,,,,,,,,,,,,1
8389,2022-03-10,00:35:37.01,39.423,-110.303,-2.3,mis,-0.52,-0.44,,-98.8,,13.88,,,,,,,,2
2917,2018-06-28,16:03:43.58,39.409,-110.314,-2.0,mis,-0.36,,0.01,,-110.5,,12.83,,,,,,,2
716,2014-01-01,04:19:56.18,42.13,-112.529,6.8,eq,0.05,0.4,0.29,-124.3,-139.4,15.77,14.9,0.03,0.09,0.04,0.08,0.14,0.2,1
1431,2015-05-10,22:26:02.14,36.926,-113.074,27.5,eq,,,,,,,,,,,,,,1
323,2013-04-18,13:03:41.05,36.888,-112.431,19.8,eq,,,,,,,,,,,,,,1
6243,2020-06-18,01:44:34.66,39.413,-110.311,-1.1,mis,,,,,,,,,,,,,,2
2220,2017-01-06,19:17:48.54,37.554,-113.044,4.9,eq,,,0.34,,-110.2,,13.71,,,,,,,1
4098,2020-03-18,19:15:08.77,40.759,-112.055,8.6,eq,,,,,,,,,,,,,,1
3022,2018-10-18,16:04:53.77,39.886,-112.058,8.8,eq,0.27,0.73,0.98,-98.9,-100.8,15.16,14.47,,,-0.07,-0.0,,,1
3431,2019-04-08,13:10:36.56,37.032,-113.492,17.8,eq,,0.79,0.76,-94.6,-112.9,15.43,14.76,,-0.03,0.01,-0.08,,-0.24,1
3399,2019-03-27,18:53:10.17,39.406,-110.309,-1.8,mis,-0.38,,0.19,,-99.4,,13.41,,,,,,,2
2200,2016-12-21,21:17:27.31,40.504,-111.352,-2.0,ex,,,,,,,,,,,,,,0
3460,2019-04-29,03:32:22.61,40.358,-111.507,6.1,eq,0.13,0.78,0.63,-110.4,-115.9,14.0,14.26,0.24,0.07,0.05,0.09,0.21,0.03,1
86,2012-10-28,18:53:53.55,40.524,-112.17,-2.0,ex,-0.09,0.23,0.13,-69.7,-117.1,14.07,12.77,0.24,0.14,0.23,0.25,0.17,0.15,0
445,2013-07-09,18:10:10.37,38.46,-113.075,-2.0,ex,1.96,,,,,,,,,,,,,0
5897,2020-04-30,10:15:39.66,40.81,-111.976,5.1,eq,-0.03,0.73,0.67,-99.9,-120.2,15.85,14.77,,0.01,0.07,0.06,,0.03,1
2673,2017-11-15,11:45:02.88,38.763,-111.548,10.3,eq,-0.19,,0.39,,-134.1,,14.36,,,,,,0.0,1
3219,2019-02-17,15:27:58.59,40.47,-111.936,6.6,eq,0.16,0.87,0.79,-97.5,-121.4,14.46,14.69,,-0.01,-0.07,0.09,,0.18,1
7028,2021-04-25,09:56:47.63,39.217,-112.013,10.8,eq,0.17,,0.81,,-88.8,,14.11,,,,,,,1
5496,2020-04-09,21:15:45.68,40.754,-112.076,10.6,eq,-0.09,0.58,0.61,-87.2,-108.3,14.87,15.63,,-0.04,-0.12,-0.05,,,1
4637,2020-03-19,23:15:33.05,40.738,-112.06,6.8,eq,,,,,,,,,,,,,,1
6352,2020-07-10,07:30:21.22,40.718,-112.073,6.7,eq,,,,,,,,,,,,,,1
3209,2019-02-17,01:37:06.85,40.481,-111.934,5.7,eq,,,,,,,,,,,,,,1
2886,2018-06-02,13:03:25.05,40.729,-111.773,-2.0,ex,,,,,,,,,,,,,,0
9060,2022-08-30,08:54:03.68,39.43,-110.317,-1.1,mis,,,,,,,,,,,,,,2
3549,2019-07-01,03:32:22.48,38.813,-112.073,5.8,eq,-0.19,0.76,0.71,-75.7,-126.8,16.16,14.83,,,,,,-0.05,1
6230,2020-06-16,21:35:57.19,40.73,-112.056,8.2,eq,-0.05,,0.72,,-97.8,,15.43,,,,,,,1
7793,2021-10-19,05:49:32.81,41.994,-112.126,8.0,eq,,,0.54,,-126.2,,14.15,,,,,,-0.22,1
4698,2020-03-20,05:55:01.95,40.741,-112.077,8.2,eq,,,0.78,,-105.1,,14.81,,,,,,,1
9218,2022-09-29,18:08:46.50,40.485,-111.331,14.2,eq,,,,,,,,,,,,,,1
6909,2021-03-11,22:08:05.39,39.434,-110.335,-1.4,mis,,,,,,,,,,,,,,2
395,2013-06-03,21:51:26.83,41.138,-112.916,-1.5,ex,-0.01,0.36,0.31,-83.6,-98.7,14.79,14.15,-0.12,0.03,,,,,0
2955,2018-08-11,11:24:02.46,41.713,-111.678,12.5,eq,,,,,,,,,,,,,,1
2638,2017-10-24,02:19:59.99,37.427,-113.122,11.8,eq,,,0.35,,-121.2,,15.41,,,,,,,1
2136,2016-10-26,14:11:31.97,40.723,-112.073,8.7,eq,,,,,,,,,,,,,,1
5634,2020-04-15,18:41:33.90,40.73,-112.058,9.0,eq,0.03,0.64,0.58,-122.4,-120.5,16.18,15.07,0.07,-0.07,-0.01,0.02,-0.18,-0.13,1
9319,2022-12-05,13:06:14.68,38.355,-113.087,3.7,eq,,,,,,,,,,,,,,1
8185,2022-01-28,03:11:19.37,39.42,-110.307,-2.0,mis,,,,,,,,,,,,,,2
777,2014-02-27,20:48:26.80,41.599,-111.689,11.4,eq,,,0.8,,-91.6,,13.81,,,,,,,1
1538,2015-08-06,19:03:45.89,38.131,-109.109,-2.0,ex,-0.47,,,,,,,,,,,,,0
4509,2020-03-19,10:50:56.87,40.742,-112.034,8.4,eq,,,,,,,,,,,,,,1
8040,2021-12-23,03:46:19.77,39.425,-110.309,-1.8,mis,,,0.13,,-113.7,,12.26,,,,,,,2
4987,2020-03-22,15:50:15.53,40.751,-112.066,9.4,eq,0.0,0.3,0.2,-140.5,-148.8,16.82,16.07,-0.03,-0.01,-0.0,-0.01,-0.03,-0.04,1
579,2013-10-04,22:37:21.55,40.257,-111.827,13.5,eq,,,,,,,,,,,,,,1
6875,2021-02-14,07:05:13.45,40.752,-111.775,4.7,eq,,,,,,,,,,,,,,1
335,2013-04-23,23:48:09.33,40.489,-112.169,-2.0,ex,0.0,0.39,0.43,-82.0,-123.0,14.81,12.39,,0.24,0.33,,,0.09,0
8271,2022-02-12,16:15:35.84,38.347,-113.09,5.1,eq,,,0.32,,-105.0,,15.06,,,,,,-0.53,1
