    Date      Time       Elat     Elon    Dep  Tag    F01    F02    F03    F04    F05    F06    F07    F08    F09    F10    F11    F12    F13
2020-03-19 11:38:59.86  40.760  -112.050   8.6  eq      X      X   1.27      X -102.1      X  15.64      X      X      X      X      X      X
2020-03-19 11:40:44.38  40.752  -112.080   9.3  eq   0.21      X   0.63      X -102.0      X  14.92      X      X      X      X      X      X
2020-03-19 11:46:50.44  40.753  -112.058   7.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 11:47:14.60  40.733  -112.088  10.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 11:50:18.13  40.744  -112.033   8.6  eq   0.06   0.54   0.59 -112.5 -123.8  15.26  14.94      X  -0.10  -0.17  -0.11      X  -0.12
2020-03-19 11:56:52.00  40.742  -112.069   8.4  eq      X      X   0.55      X -121.1      X  15.39      X      X      X      X      X      X
2020-03-19 11:57:56.01  40.758  -112.062   8.8  eq      X      X   0.93      X  -57.9      X  14.23      X      X      X      X      X      X
2020-03-19 11:59:38.39  40.746  -112.046   7.8  eq   0.26      X   1.63      X -101.8      X  13.04      X      X      X      X      X      X
2020-03-19 11:59:44.64  40.810  -112.067   9.6  eq  -0.24      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 12:09:38.21  40.737  -112.039   8.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 12:13:52.60  40.758  -112.070  10.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 12:30:13.20  40.746  -112.045   8.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 12:30:58.85  40.746  -112.043   8.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 12:33:15.71  40.741  -112.064   8.1  eq   0.09   0.54   0.45 -127.0 -137.6  15.81  15.68  -0.04  -0.01   0.03  -0.01  -0.06  -0.12
2020-03-19 12:44:47.70  40.742  -112.040   9.2  eq  -0.76  -0.46  -0.59 -160.9 -148.1  16.00  16.32  -0.08  -0.13  -0.16  -0.12  -0.02  -0.07
2020-03-19 12:45:03.50  40.739  -112.035   9.1  eq  -0.66      X  -0.30      X  -51.4      X  15.45      X      X      X      X      X      X
2020-03-19 12:54:40.97  40.741  -112.035   8.8  eq   0.29      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 12:54:57.61  40.750  -112.068   6.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 12:57:43.65  40.740  -112.039   8.8  eq   0.04      X   0.72      X  -71.3      X  14.71      X      X      X      X      X      X
2020-03-19 12:59:29.98  40.740  -112.025   8.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:00:48.03  40.742  -112.071   6.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:01:08.38  40.758  -112.072   6.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:01:12.17  40.767  -112.044   9.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:01:40.67  40.748  -112.042   7.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:02:04.71  40.742  -112.034   7.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:02:41.15  40.785  -112.073   8.9  eq  -0.13      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:05:57.76  40.742  -112.092   7.1  eq   0.24      X   0.66      X -116.2      X  15.80      X      X      X      X      X      X
2020-03-19 13:07:52.01  40.779  -112.074   9.1  eq  -0.01   0.64   0.64 -110.5 -134.8  16.23  15.78      X  -0.05  -0.09  -0.03      X  -0.21
2020-03-19 13:12:50.97  40.743  -112.037   7.4  eq   0.11      X   0.68      X  -83.0      X  14.46      X      X      X      X      X      X
2020-03-19 13:15:17.04  40.742  -112.042   6.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:15:42.92  40.745  -112.035   8.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:16:42.67  40.746  -112.046   7.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:17:04.27  40.755  -112.103   6.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:22:10.32  40.741  -112.037   9.5  eq   0.12      X   0.76      X -109.7      X  15.07      X      X      X      X      X  -0.24
2020-03-19 13:24:01.05  40.770  -112.073   9.7  eq  -0.19   0.46   0.24 -109.4 -116.4  15.47  14.93   0.08  -0.06  -0.05   0.02  -0.23  -0.14
2020-03-19 13:27:33.99  40.744  -112.037   8.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:32:18.43  40.736  -112.076   9.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:36:34.83  40.744  -112.035   7.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:36:57.57  40.745  -112.029   8.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:42:00.21  40.739  -112.041   8.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:42:26.70  40.760  -112.056   7.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:52:25.95  40.745  -112.031   9.6  eq   0.00   0.30   0.24 -142.2 -154.0  16.28  16.04  -0.15  -0.08  -0.06  -0.02  -0.00   0.14
2020-03-19 13:57:50.15  40.741  -112.043   8.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:58:09.50  40.739  -112.051   8.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 13:58:57.81  40.742  -112.062   8.4  eq  -0.04   0.34   0.27 -128.8 -143.0  16.36  15.53  -0.04  -0.03   0.05   0.02  -0.20  -0.10
2020-03-19 14:05:25.47  40.760  -112.118   9.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 14:05:46.75  40.742  -112.063   7.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 14:06:55.75  40.761  -112.058   7.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 14:08:58.22  40.755  -112.062   9.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 14:09:45.32  40.739  -112.029   8.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 14:10:12.72  40.757  -112.098   6.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 14:13:21.29  40.757  -112.063   7.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 14:16:53.59  40.765  -112.073  10.0  eq  -0.05   0.53   0.44  -94.3 -150.4  15.97  15.17      X   0.06  -0.03  -0.09      X  -0.23
2020-03-19 14:19:51.92  40.741  -112.059   7.8  eq   0.11   0.73   0.69 -139.2 -124.7  16.24  15.23      X   0.01   0.04   0.06      X  -0.10
2020-03-19 14:30:24.71  40.751  -112.054   6.9  eq   0.06   0.53   0.56  -89.5 -139.8  15.62  15.30      X  -0.14  -0.09  -0.01      X  -0.08
2020-03-19 14:32:48.70  40.754  -112.049   7.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 14:34:23.45  40.767  -112.074   8.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 15:00:43.10  40.780  -112.064   9.1  eq      X      X   0.58      X  -59.5      X  13.56      X      X      X      X      X      X
2020-03-19 15:18:37.00  40.788  -112.072   9.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 15:32:33.28  40.745  -112.059   8.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 15:45:55.26  40.755  -112.055   7.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 16:12:25.68  40.757  -112.049   9.4  eq   0.10   0.69   0.73 -108.6 -123.6  16.69  15.52      X   0.02  -0.10   0.02      X  -0.28
2020-03-19 16:35:13.05  40.776  -112.073   9.8  eq   0.13   0.74   0.61  -87.9 -142.8  16.77  15.19      X   0.14   0.07   0.02      X  -0.14
2020-03-19 16:58:38.87  40.755  -112.055   7.0  eq  -0.13      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:11:05.94  40.759  -112.034   8.2  eq   0.15   0.81   0.62  -82.3 -117.6  14.37  14.95  -0.11  -0.11  -0.05   0.03  -0.06   0.12
2020-03-19 17:13:46.72  40.760  -112.075   9.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:14:04.60  40.724  -112.074  11.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:17:03.52  40.766  -112.072   9.2  eq  -0.06      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:18:44.33  40.748  -112.055   9.4  eq  -0.04   0.49   0.41 -109.5 -129.8  15.97  15.72      X  -0.11  -0.01   0.04      X  -0.14
2020-03-19 17:21:25.21  40.751  -112.054   8.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:24:39.74  40.749  -112.036   7.6  eq  -0.21      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:26:19.41  40.727  -112.082   9.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:31:32.48  40.778  -112.073   7.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:32:42.99  40.786  -112.079  11.0  eq   0.14      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:37:41.26  40.748  -112.032   8.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:43:18.29  40.776  -112.074   8.8  eq   0.10      X   0.68      X  -99.4      X  13.83      X      X      X      X      X      X
2020-03-19 17:53:13.60  40.762  -112.030   6.0  eq   0.18   0.86   1.00 -109.1 -137.1  16.32  14.88      X  -0.26  -0.15  -0.10      X   0.04
2020-03-19 17:53:23.88  40.751  -112.047   6.5  eq  -0.37      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:58:43.92  40.758  -112.042   6.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 17:58:49.50  40.760  -112.043   6.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 18:16:39.33  40.728  -112.097  11.5  eq  -0.05   0.27   0.13 -140.1 -155.4  16.55  15.80  -0.05  -0.03  -0.01  -0.00  -0.20  -0.16
2020-03-19 18:21:19.64  40.739  -112.064   4.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 18:44:19.68  40.764  -112.075  10.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 18:46:26.61  40.758  -112.063   7.2  eq   0.01   0.64   0.61 -104.3 -111.3  15.63  14.56      X  -0.08  -0.08   0.07      X   0.17
2020-03-19 18:56:46.43  40.760  -112.059   7.8  eq      X      X   0.62      X -101.9      X  15.57      X      X      X      X      X      X
2020-03-19 18:57:53.51  40.766  -112.070   9.0  eq   0.06   0.79   0.70 -117.6 -113.4  15.87  15.12      X  -0.03  -0.03  -0.10      X      X
2020-03-19 19:02:36.61  40.758  -112.051   8.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 19:16:04.81  40.775  -112.076   4.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 19:16:08.84  40.789  -112.066   9.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 19:22:50.43  40.755  -112.075  11.1  eq   0.29      X   0.82      X -105.2      X  15.38      X      X      X      X      X      X
2020-03-19 19:32:08.32  40.745  -112.047   8.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 19:36:05.52  40.755  -112.048   8.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 19:40:14.20  40.728  -112.086   9.4  eq  -0.01   0.64   0.59 -115.9 -113.3  15.61  14.02      X  -0.06  -0.01   0.14      X   0.05
2020-03-19 19:46:12.37  40.731  -112.091   8.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 19:48:26.50  40.740  -112.070   9.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 19:49:51.01  40.745  -112.040   7.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 19:59:13.77  40.749  -112.030   7.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 20:05:52.63  40.727  -112.092   8.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 20:15:15.59  40.722  -112.091  10.2  eq   0.27      X   0.83      X -108.9      X  13.72      X      X      X      X      X      X
2020-03-19 20:18:37.82  40.763  -112.079   8.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 20:27:48.95  40.755  -112.060   3.2  eq      X      X   1.17      X -108.5      X  13.91      X      X      X      X      X      X
2020-03-19 20:28:07.60  40.756  -112.062   6.6  eq  -0.01   0.50   0.47 -109.7 -101.8  16.55  15.29      X      X      X      X      X  -0.38
2020-03-19 20:28:34.94  40.754  -112.057   8.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 20:29:10.83  40.747  -112.051   8.7  eq   0.14      X   0.69      X -125.0      X  15.68      X      X      X      X      X      X
2020-03-19 20:37:39.13  40.760  -112.073  10.4  eq   0.22      X   1.01      X  -69.8      X  13.30      X      X      X      X      X      X
2020-03-19 20:48:42.85  40.746  -112.047   7.7  eq   0.09      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 21:24:19.50  40.771  -112.016   4.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 21:28:40.25  40.751  -112.056   6.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 21:33:44.84  40.763  -112.072   9.4  eq  -0.19      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 21:44:00.24  40.751  -112.069   7.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 21:45:02.54  40.761  -112.071  11.2  eq   0.00   0.53   0.49  -65.2  -95.5  15.85  14.72      X      X   0.08  -0.08      X  -0.16
2020-03-19 21:47:19.07  40.760  -112.074   9.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 21:49:34.53  40.727  -112.082   8.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 21:50:09.24  40.767  -112.072   9.6  eq   0.07   0.72   0.63  -86.2 -142.0  15.71  15.13      X   0.06   0.04  -0.05      X  -0.24
2020-03-19 22:16:10.61  40.761  -112.068   8.8  eq  -0.10      X   0.62      X  -72.2      X  15.51      X      X      X      X      X      X
2020-03-19 22:21:28.87  40.758  -112.067   8.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 22:29:55.11  40.762  -112.064   5.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 22:33:05.38  40.765  -112.079   6.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 22:40:18.64  40.752  -112.037   6.9  eq   0.00      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 23:15:33.05  40.738  -112.060   6.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 23:16:52.27  40.770  -112.058   7.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 23:24:10.90  40.755  -112.091   6.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 23:40:58.84  40.837  -112.069  10.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 23:43:15.35  40.727  -112.100  10.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-19 23:52:53.53  40.742  -112.037   7.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 00:07:41.01  40.742  -112.081   8.6  eq   0.10      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 00:10:39.20  40.743  -112.077   8.0  eq   0.08      X   0.71      X  -92.9      X  15.16      X      X      X      X      X      X
2020-03-20 00:12:02.35  40.776  -112.050   7.7  eq   0.09      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 00:20:21.44  40.776  -112.055   9.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 00:21:17.81  40.760  -112.052   7.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 00:22:57.76  40.751  -112.030   8.0  eq   0.33   0.84   0.85 -103.3 -111.2  15.70  14.91      X  -0.07  -0.10   0.00      X   0.07
2020-03-20 00:26:11.76  40.756  -112.043   6.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 00:28:26.05  40.771  -112.091   7.8  eq   0.11      X   0.80      X  -94.9      X  14.98      X      X      X      X      X      X
2020-03-20 00:35:15.80  40.755  -112.031   7.2  eq   0.05   0.94   0.67  -93.9 -116.3  15.62  14.96      X      X      X      X      X   0.02
2020-03-20 00:55:22.38  40.754  -112.033   8.4  eq   0.16   0.85   0.60 -112.9 -137.4  15.94  15.21  -0.01   0.00  -0.01   0.06  -0.13  -0.01
2020-03-20 01:00:18.59  40.752  -112.052   8.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 01:01:48.69  40.768  -112.073   9.3  eq  -0.31   0.39   0.20 -113.9 -137.5  16.17  15.18   0.04  -0.07  -0.10  -0.12  -0.09  -0.13
2020-03-20 01:10:49.56  40.762  -112.075   9.7  eq  -0.13   0.62   0.37 -113.5 -129.5  16.07  14.80   0.05  -0.07  -0.10  -0.09  -0.14  -0.08
2020-03-20 01:16:16.45  40.758  -112.034   6.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 01:36:52.73  41.692  -111.671  12.6  eq  -0.17   0.11  -0.01 -124.0 -138.2  17.65  15.48  -0.09  -0.16  -0.12  -0.07  -0.42  -0.40
2020-03-20 01:40:04.17  40.732  -112.059  10.3  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 01:42:40.51  40.730  -112.060   8.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 01:42:55.85  40.744  -112.054   8.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 01:47:53.59  40.735  -112.058   9.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 01:58:51.91  40.800  -112.074  10.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 02:07:17.32  40.779  -112.076  11.9  eq   0.01   0.72   0.63 -103.7 -112.4  15.19  15.60      X   0.09      X   0.00      X      X
2020-03-20 02:07:35.54  40.741  -112.068   8.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 02:12:49.52  40.749  -112.082   4.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 02:13:06.97  40.761  -112.072   6.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 02:14:20.25  40.756  -112.061   6.5  eq   0.28      X   1.05      X -101.8      X  14.60      X      X      X      X      X      X
2020-03-20 02:16:30.51  40.754  -112.067   7.6  eq   0.02   0.72   0.56 -102.2 -124.6  16.00  15.09  -0.05  -0.06  -0.02   0.02  -0.30  -0.13
2020-03-20 02:28:21.82  40.760  -112.067   8.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 02:30:34.53  40.752  -112.043   7.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 02:51:14.56  40.755  -112.057   8.5  eq   0.06   0.62   0.57 -107.6 -128.8  15.63  14.86   0.06  -0.07  -0.07  -0.08  -0.19  -0.12
2020-03-20 03:00:55.78  40.734  -112.062  10.0  eq   0.08   0.62   0.66 -111.9 -139.3  15.64  15.13      X  -0.29  -0.19  -0.05      X  -0.03
2020-03-20 03:02:31.61  40.742  -112.042   9.4  eq  -0.07      X   0.78      X  -93.2      X  15.07      X      X      X      X      X      X
2020-03-20 03:05:52.57  40.760  -112.070   4.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 03:12:45.14  40.739  -112.073   7.6  eq   0.22      X   0.68      X -107.8      X  14.78      X      X      X      X      X      X
2020-03-20 03:14:11.74  40.749  -112.032   6.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 03:23:33.50  40.729  -112.055   9.8  eq   0.03   0.64   0.55 -128.1 -139.5  15.96  15.02   0.02  -0.06  -0.05   0.03  -0.27  -0.06
2020-03-20 03:36:38.03  40.739  -112.045   7.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 03:38:01.98  40.757  -112.090  10.3  eq   0.15      X   0.81      X -110.2      X  14.75      X      X      X      X      X      X
2020-03-20 04:03:41.92  40.731  -112.067   8.9  eq  -0.01   0.57   0.58  -80.4 -127.0  14.83  14.61      X  -0.11  -0.04   0.03      X  -0.00
2020-03-20 04:08:01.79  39.410  -110.316  -0.8 mis      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 04:20:23.45  40.764  -112.072   9.7  eq   0.17   0.66   0.71 -105.2 -149.6  15.78  15.55  -0.24  -0.32  -0.34  -0.38  -0.14  -0.15
2020-03-20 04:20:46.57  40.761  -112.069   9.8  eq  -0.02   0.55   0.39 -105.3 -126.9  16.26  15.59   0.04  -0.06  -0.06  -0.13  -0.07  -0.16
2020-03-20 04:26:51.99  40.757  -112.061   8.1  eq   0.14      X   0.68      X  -89.6      X  14.48      X      X      X      X      X      X
2020-03-20 04:27:30.21  40.723  -112.050   5.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 04:33:39.60  40.751  -112.039   7.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 04:36:55.53  40.738  -112.028   9.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 04:46:31.21  40.766  -112.073   9.4  eq   0.17   1.03   0.78 -103.0 -121.7  16.20  14.46      X      X      X      X      X   0.12
2020-03-20 04:52:22.40  40.745  -112.057   9.3  eq  -0.24   0.24   0.23 -118.0 -136.9  15.99  15.22  -0.05  -0.15  -0.08  -0.09  -0.26  -0.19
2020-03-20 04:58:08.91  40.725  -112.090  10.7  eq   0.31      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 05:02:02.87  40.765  -112.075  10.4  eq  -0.02   0.64   0.42 -119.4 -131.7  16.30  15.38   0.00  -0.03  -0.09  -0.17   0.01  -0.12
2020-03-20 05:03:06.04  40.757  -112.074  10.2  eq  -0.28      X   0.20      X -126.3      X  15.71      X      X      X      X      X      X
2020-03-20 05:14:08.52  40.770  -112.086   8.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 05:19:41.03  40.714  -112.099  10.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 05:35:04.00  40.745  -112.058   9.5  eq  -0.01   0.43   0.47 -121.4 -130.5  15.65  15.22  -0.02  -0.06  -0.03  -0.00  -0.43  -0.14
2020-03-20 05:42:49.01  40.778  -111.964   5.4  eq   0.08      X   0.83      X  -87.7      X  14.76      X      X      X      X      X      X
2020-03-20 05:48:01.36  40.760  -112.057   7.8  eq  -0.16   0.45   0.51 -125.7 -144.1  16.46  15.38  -0.08  -0.20  -0.09  -0.04  -0.40  -0.13
2020-03-20 05:55:01.95  40.741  -112.077   8.2  eq      X      X   0.78      X -105.1      X  14.81      X      X      X      X      X      X
2020-03-20 05:56:22.31  40.764  -112.079   6.9  eq   0.10      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 06:20:01.62  40.761  -112.065   7.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 06:28:15.57  40.744  -112.041   8.5  eq      X      X   0.70      X -130.3      X  14.78      X      X      X      X      X      X
2020-03-20 06:36:01.82  40.782  -112.076   8.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 06:46:11.13  40.715  -112.081  10.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 07:00:44.59  40.719  -112.052   9.3  eq   0.31      X   0.92      X -156.9      X  13.85      X      X      X      X      X      X
2020-03-20 07:08:23.10  40.767  -112.077   9.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 07:14:33.56  40.743  -112.048   8.5  eq      X      X   0.92      X -123.8      X  13.46      X      X      X      X      X      X
2020-03-20 07:14:56.29  40.743  -112.061   5.2  eq   0.08      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 07:18:21.66  40.772  -112.077  10.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 07:31:20.70  40.747  -112.046   9.4  eq   0.04   0.73   0.69 -105.0 -132.8  16.11  15.15      X  -0.03  -0.03   0.05      X  -0.17
2020-03-20 07:33:46.92  40.765  -112.074   9.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 07:35:39.33  40.761  -112.072   8.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 07:41:56.21  40.780  -112.097   8.1  eq   0.11   0.76   0.70 -110.5 -118.4  14.86  14.87      X   0.01  -0.04  -0.07      X  -0.02
2020-03-20 07:45:28.47  40.736  -112.054   7.4  eq  -0.03      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 07:52:03.08  40.767  -112.080  10.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 08:11:06.39  40.760  -112.059   7.0  eq   0.10   0.88   0.86  -95.1 -108.3  15.73  14.71      X      X  -0.07  -0.10      X   0.33
2020-03-20 08:21:08.07  40.756  -112.031   6.4  eq   0.13   0.74   0.81 -103.9 -116.2  15.95  14.91      X  -0.22  -0.12  -0.15      X   0.00
2020-03-20 08:44:52.75  40.765  -112.079   8.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 08:46:08.55  40.739  -112.062   7.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 08:54:04.67  40.761  -112.053   7.4  eq  -0.04   0.48   0.35 -122.0 -139.8  16.46  17.14   0.01  -0.03  -0.03  -0.11  -0.10  -0.24
2020-03-20 08:59:01.84  40.758  -112.053   7.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 09:01:14.80  40.752  -112.055   7.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 09:01:40.38  40.734  -112.065   2.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 09:06:08.56  40.777  -112.078  12.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 09:07:05.14  40.753  -112.059   9.2  eq   0.14      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 09:16:56.06  40.751  -112.034   8.5  eq      X      X   1.15      X -110.4      X  16.05      X      X      X      X      X      X
2020-03-20 09:24:04.94  40.769  -112.079  10.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 09:30:08.74  40.765  -112.067   6.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 09:50:57.76  40.754  -112.032   9.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 10:05:00.30  40.729  -112.066   9.9  eq   0.25      X   0.82      X -132.8      X  14.23      X      X      X      X      X      X
2020-03-20 10:07:31.36  40.765  -112.076   9.4  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2020-03-20 10:20:33.44  40.753  -112.069   9.4  eq   0.00   0.79   0.60 -110.7 -126.7  15.26  14.92      X   0.08   0.04   0.02      X  -0.15
