    Date      Time       Elat     Elon    Dep  Tag    F01    F02    F03    F04    F05    F06    F07    F08    F09    F10    F11    F12    F13
2013-01-17 17:00:24.09  37.483  -113.135  17.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-01-17 17:04:29.73  38.148  -109.107  -2.0  ex  -0.53      X  -0.14      X -110.6      X  13.57      X      X      X      X      X      X
2013-01-17 20:08:42.12  41.083  -111.553  -2.0  ex  -0.16      X      X      X      X      X      X      X      X      X      X      X      X
2013-01-18 08:16:33.11  38.228  -111.279   8.0  eq   0.04   0.61   0.53 -110.8 -149.8  15.89  14.73   0.11   0.02  -0.07  -0.03  -0.07  -0.04
2013-01-18 08:25:35.38  38.225  -111.285   7.9  eq   0.03   0.83   0.78 -103.7 -136.7  15.64  14.78   0.05  -0.09  -0.07  -0.03  -0.20  -0.06
2013-01-18 08:43:22.83  38.225  -111.280   7.9  eq  -0.26   0.51   0.45 -118.7 -131.2  16.03  15.38      X  -0.06  -0.08  -0.02  -0.15  -0.21
2013-01-18 18:20:57.66  40.526  -112.167  -2.0  ex  -0.06   0.14   0.47  -97.3 -133.1  13.57  12.47   0.27   0.36   0.30   0.26   0.10   0.29
2013-01-18 23:22:15.64  37.008  -113.507  -2.0  ex  -0.37      X   0.14      X -113.8      X  12.58      X      X      X      X      X      X
2013-01-19 02:35:17.08  38.224  -111.281   8.2  eq  -0.04   0.55   0.36 -125.7 -147.4  15.92  14.89  -0.08   0.01  -0.03  -0.03  -0.27  -0.15
2013-01-20 00:18:47.67  39.701  -113.258  -2.0  ex      X   0.30   0.82  -74.2  -88.7  12.88  11.23      X      X      X      X      X      X
2013-01-21 03:38:55.68  39.229  -110.466  12.4  eq  -0.19   0.09   0.10 -130.7 -147.6  16.74  15.91  -0.15  -0.10  -0.10  -0.10  -0.20  -0.20
2013-01-22 19:04:38.07  40.836  -111.896  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-01-22 23:23:06.02  40.495  -112.164  -2.0  ex  -0.14   0.10   0.13  -78.0 -118.7  14.43  13.27   0.14   0.32   0.34   0.18   0.66   0.60
2013-01-24 21:11:02.49  38.142  -109.117  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-01-25 06:53:23.37  42.090  -112.457   8.3  eq   0.26      X   0.94      X -106.6      X  13.73      X      X      X      X      X      X
2013-01-25 13:56:28.98  37.471  -112.286  15.2  eq      X   0.67   0.62 -131.5 -127.9  16.90  14.43      X      X      X      X      X  -0.27
2013-01-25 13:57:59.38  37.469  -112.276  15.9  eq      X   0.48   0.62  -72.9 -110.5  16.07  14.71   0.13      X      X  -0.09      X  -0.15
2013-01-25 14:02:47.08  37.464  -112.280  13.9  eq      X      X   0.53      X -139.0      X  14.33      X      X      X      X      X      X
2013-01-25 15:44:37.25  37.467  -112.277  17.0  eq  -0.05   0.39   0.26 -145.9 -151.4  16.27  15.39   0.10  -0.03   0.01   0.02  -0.15  -0.20
2013-01-27 23:29:52.56  40.493  -112.153  -2.0  ex  -0.08   0.14   0.25  -71.2 -102.7  14.47  13.45  -0.10   0.13   0.32   0.22      X   0.27
2013-01-29 03:45:55.94  41.035  -111.594   8.9  eq      X      X   1.07      X -123.3      X  14.46      X      X      X      X      X      X
2013-01-29 03:53:48.49  41.032  -111.592  10.1  eq  -0.03      X   0.88      X  -78.7      X  13.88      X      X      X      X      X      X
2013-01-29 19:56:50.49  41.112  -111.496  21.5  eq   0.19   0.97      X -125.4      X  14.78      X      X      X      X      X      X      X
2013-01-29 22:11:40.81  38.114  -109.141  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-01-31 19:30:45.01  41.098  -111.540  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-01 00:07:22.90  40.571  -111.224  11.4  eq  -0.18      X   0.36      X -128.4      X  14.37      X      X      X      X      X  -0.03
2013-02-02 20:04:59.85  40.521  -112.167  -2.0  ex   0.07   0.48   0.28  -86.4 -110.3  15.19  12.74      X   0.15   0.32   0.43      X   0.02
2013-02-05 17:13:02.87  40.008  -111.804  -2.0  ex  -0.70      X  -0.34      X  -77.6      X  13.13      X      X      X      X      X      X
2013-02-05 17:33:16.30  38.069  -109.085  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-05 21:15:04.29  37.387  -112.447  -2.0  ex  -0.82      X  -0.51      X  -92.0      X  12.26      X      X      X      X      X   0.07
2013-02-06 21:07:30.12  38.135  -109.114  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-07 17:07:26.54  38.147  -109.112  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-07 23:31:14.78  38.940  -112.911  -2.0  ex   0.21   0.51   0.73  -53.8  -96.2  13.12  11.96      X      X      X      X      X      X
2013-02-08 00:03:48.42  40.538  -112.159  -2.0  ex  -0.24   0.04   0.29  -79.1 -114.9  14.76  12.12      X   0.27   0.29   0.45      X   0.06
2013-02-12 03:02:38.52  37.439  -113.115  10.7  eq      X      X   0.77      X -103.7      X  14.88      X      X      X      X      X      X
2013-02-12 18:09:15.44  38.968  -112.910  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-12 21:06:51.52  38.122  -109.126  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-12 21:15:09.84  40.003  -111.801  -2.0  ex  -0.68      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-12 23:12:09.45  40.493  -112.178  -2.0  ex   0.03      X   0.83      X  -91.4      X  11.39      X      X      X      X      X      X
2013-02-13 23:07:50.47  40.671  -109.481  -2.0  ex  -0.33  -0.37  -0.41  -98.4 -101.5  14.24  14.66  -0.12  -0.11  -0.11  -0.07   0.65   0.55
2013-02-17 19:49:45.93  40.493  -112.176  -2.0  ex   0.15      X   0.25      X  -85.7      X  13.78      X      X      X      X      X      X
2013-02-19 17:06:24.90  38.130  -109.118  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-19 17:36:57.57  40.832  -111.883  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-21 12:09:16.63  39.928  -111.801   4.5  eq   0.12      X   0.80      X -102.5      X  13.91      X      X      X      X      X      X
2013-02-21 17:35:35.44  38.142  -109.121  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-22 06:35:24.95  37.157  -112.985  18.6  eq      X      X   0.29      X -109.6      X  14.34      X      X      X      X      X      X
2013-02-22 20:32:44.13  40.500  -112.144  -2.0  ex   0.02   0.09   0.52  -78.5 -107.0  14.30  12.06      X   0.21   0.20   0.05      X   0.00
2013-02-22 23:54:06.71  40.833  -111.882  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-23 11:46:13.57  40.755  -111.686   7.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-25 15:58:29.22  40.928  -111.265  12.5  eq      X      X   0.90      X -103.2      X  13.57      X      X      X      X      X      X
2013-02-25 18:06:06.85  38.147  -109.110  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-25 20:43:42.63  37.024  -113.489  -2.0  ex      X      X  -0.15      X  -62.1      X  13.05      X      X      X      X      X      X
2013-02-26 16:00:03.68  36.989  -112.393  21.6  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-26 22:49:50.56  38.956  -112.930  -2.0  ex   0.03   0.67      X  -58.7      X  12.86      X      X      X      X      X      X      X
2013-02-27 21:22:54.47  40.507  -112.139  -2.0  ex  -0.15   0.49   0.29  -85.0 -124.9  13.27  12.56   0.13   0.08   0.27   0.18   0.30   0.30
2013-02-28 18:00:37.59  38.140  -109.124  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-02-28 21:43:34.41  40.538  -111.104  13.4  eq  -0.13   1.29   0.60  -78.8 -124.9  14.03  14.03      X      X      X      X      X   0.03
2013-02-28 22:51:37.17  36.933  -113.633  -2.0  ex  -0.21   0.16  -0.32  -41.1  -89.0  14.03  13.42      X      X      X      X      X  -0.06
2013-03-01 04:02:07.34  41.886  -112.247   5.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-01 05:56:04.32  40.541  -111.091  12.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-01 15:20:32.38  39.359  -111.521   4.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-02 21:01:04.22  40.576  -111.593   7.9  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-03 03:06:34.02  37.489  -113.055  15.1  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-03 21:34:51.25  40.497  -112.178  -2.0  ex   0.11   0.35   0.52 -115.2 -107.5  13.94  12.10      X   0.16   0.23   0.13      X   0.04
2013-03-04 18:28:14.31  39.153  -112.000  22.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-04 20:15:57.55  40.803  -111.915  -2.0  ex  -0.31      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-05 21:31:43.85  38.137  -109.108  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-06 00:46:23.73  38.451  -113.077  -2.0  ex  -0.08      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-06 03:20:32.21  40.985  -111.599  11.1  eq   0.24      X   1.22      X -103.3      X  15.58      X      X      X      X      X      X
2013-03-07 19:05:58.06  37.001  -113.522  -2.0  ex      X      X  -0.12      X -101.3      X  13.14      X      X      X      X      X   0.25
2013-03-07 21:01:12.71  38.145  -109.121  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-07 23:31:18.88  40.496  -112.174  -2.0  ex  -0.19   0.46   0.02  -66.4  -96.4  12.77  12.98      X   0.28   0.02   0.05      X   0.23
2013-03-08 10:00:47.45  41.032  -111.701  12.2  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-09 01:10:49.56  39.534  -111.935  12.7  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-12 19:02:24.96  40.833  -111.906  -2.0  ex  -0.36      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-12 20:54:07.57  40.257  -111.880  -2.0  ex  -0.01   0.39   0.16  -82.9  -86.1  13.52  13.73   0.19   0.37      X      X      X      X
2013-03-12 22:43:40.94  40.519  -112.162  -2.0  ex  -0.18   0.11   0.15  -72.3 -114.0  13.64  12.40      X   0.15   0.09   0.37      X   0.27
2013-03-13 16:40:49.24  38.175  -109.101  -2.0  ex  -0.31      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-13 19:13:05.73  37.634  -113.360  -2.0  ex  -0.17      X  -0.08      X  -71.2      X  14.06      X      X      X      X      X      X
2013-03-13 20:06:44.88  36.996  -113.515  -2.0  ex      X      X   0.16      X  -83.5      X  13.01      X      X      X      X      X      X
2013-03-14 16:26:24.09  38.144  -109.115  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-15 16:39:14.82  38.121  -109.122  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-15 20:36:46.02  38.146  -111.269   7.8  eq  -0.26   0.65   0.65 -124.1 -122.3  16.09  15.13      X  -0.01  -0.14  -0.07      X  -0.21
2013-03-16 23:53:09.45  38.138  -111.254   7.7  eq      X   0.55   0.32  -96.0 -111.3  15.54  14.86      X      X      X      X      X  -0.23
2013-03-17 21:41:36.91  40.771  -111.969   4.4  eq  -0.15      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-17 23:41:54.58  40.774  -111.967   5.0  eq  -0.41   0.38   0.15 -100.1 -147.7  15.85  15.42   0.13   0.16   0.21   0.07  -0.11   0.05
2013-03-18 16:28:27.55  40.509  -112.159  -2.0  ex  -0.10      X   0.37      X -117.5      X  12.27      X      X      X      X      X      X
2013-03-18 17:48:33.77  38.942  -112.963  -2.0  ex      X   0.34   0.26  -54.6  -87.5  13.66  13.05      X      X      X      X      X      X
2013-03-18 22:27:29.51  40.822  -111.883  -2.0  ex  -0.35      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-19 01:25:51.04  38.146  -111.270   7.9  eq  -0.03   0.43   0.33 -136.6 -152.7  15.93  15.10  -0.02  -0.04  -0.08   0.01  -0.06  -0.01
2013-03-19 17:44:14.37  38.960  -112.925  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-20 20:36:59.67  40.768  -111.973   7.8  eq   0.47      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-20 21:38:23.94  40.767  -111.967   5.0  eq  -0.22   0.68   0.46 -111.2 -145.2  15.65  15.20   0.16   0.18   0.25   0.20  -0.03   0.17
2013-03-20 22:33:41.33  38.463  -113.073  -2.0  ex      X      X   0.18      X  -69.1      X  13.92      X      X      X      X      X      X
2013-03-21 01:02:25.71  40.767  -111.969   4.3  eq  -0.23   0.56   0.47  -98.0 -127.5  16.03  14.89   0.27   0.19   0.20   0.13  -0.10  -0.01
2013-03-21 14:13:35.95  36.954  -113.616  18.9  eq      X      X   1.03      X -142.3      X  14.91      X      X      X      X      X      X
2013-03-21 19:18:35.83  40.539  -111.092  13.7  eq   0.04   0.65   0.65 -123.2  -96.5  16.01  14.41      X      X      X      X      X      X
2013-03-21 19:41:58.97  37.633  -113.363  -2.0  ex  -0.48      X  -0.65      X  -64.1      X  13.15      X      X      X      X      X      X
2013-03-22 11:00:34.94  36.904  -112.330  19.7  eq      X   0.36   0.43  -74.1 -149.2  16.43  14.67      X      X      X   0.00      X  -0.20
2013-03-22 20:03:29.82  36.997  -112.372  18.5  eq   0.54      X   0.57      X  -96.4      X  15.13      X      X      X      X      X  -0.17
2013-03-22 21:43:09.56  38.742  -111.475   5.8  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-23 07:06:08.35  37.017  -113.597  -2.0  ex  -0.29  -0.36  -0.31  -93.3 -119.6  14.03  13.47   0.03   0.08   0.24   0.07   0.29   0.34
2013-03-23 21:10:50.42  40.525  -112.167  -2.0  ex   0.04      X   0.52      X -134.3      X  12.35      X      X      X      X      X   0.43
2013-03-26 12:38:27.76  38.763  -111.520   8.8  eq      X      X   0.58      X -103.0      X  14.77      X      X      X      X      X      X
2013-03-26 22:24:20.48  38.989  -112.935  -2.0  ex      X      X   0.09      X  -76.8      X  14.02      X      X      X      X      X      X
2013-03-27 10:32:32.09  38.136  -111.263   9.3  eq      X   0.59   0.46  -91.2 -135.6  14.50  14.32      X   0.03  -0.08   0.08      X  -0.01
2013-03-27 23:56:48.94  39.157  -111.651  18.7  eq   0.37      X   0.81      X -127.4      X  14.35      X      X      X      X      X  -0.12
2013-03-28 15:27:42.45  37.438  -113.117  10.5  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-28 20:18:36.12  40.834  -111.893  -2.0  ex  -0.17      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-28 20:34:54.62  40.830  -111.911  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-03-28 23:32:51.20  40.523  -112.155  -2.0  ex  -0.01   1.00   0.51  -77.1  -91.5  12.70  12.44      X      X   0.18  -0.10      X  -0.10
2013-03-30 07:49:49.86  38.145  -111.273   7.9  eq      X   0.82   0.65  -88.5 -143.7  16.16  14.77  -0.07   0.01  -0.07   0.02  -0.28   0.01
2013-04-01 08:17:27.04  41.689  -111.616   9.8  eq   0.19      X   0.92      X -130.8      X  14.04      X  -0.26  -0.06  -0.02      X   0.13
2013-04-02 06:13:44.12  37.205  -112.882  18.8  eq   0.28   0.94   0.62 -110.7 -118.2  16.22  15.36  -0.12  -0.10  -0.00  -0.03  -0.24  -0.36
2013-04-02 12:03:59.21  40.726  -111.983   8.6  eq   0.12   0.87   0.69 -111.0 -112.5  16.16  15.08      X  -0.04   0.08   0.17      X  -0.04
2013-04-02 15:17:38.30  36.890  -112.424  20.2  eq   0.36   0.41   0.40 -135.6 -161.8  17.28  16.08  -0.38  -0.21  -0.14  -0.13  -0.45  -0.21
2013-04-03 00:06:59.32  41.789  -112.740   4.3  eq   0.41   0.61   0.64 -121.2 -118.3  15.75  14.96  -0.29  -0.25  -0.19  -0.21      X  -0.10
2013-04-03 16:47:06.91  38.946  -112.947  -2.0  ex      X      X   0.22      X  -70.5      X  13.42      X      X      X      X      X      X
2013-04-03 22:04:41.27  40.497  -112.162  -2.0  ex  -0.11   0.20   0.32  -62.2  -92.2  14.79  12.85      X   0.12   0.29   0.20      X  -0.01
2013-04-03 23:00:45.12  40.474  -111.964  -2.0  ex  -0.49   0.01  -0.19  -81.3 -109.3  12.87  13.33   0.21   0.40   0.45      X   0.38      X
2013-04-04 01:47:47.58  40.928  -111.257  12.5  eq   0.04      X   1.00      X -119.1      X  14.12      X      X      X      X      X   0.04
2013-04-04 19:05:05.53  37.641  -113.365  -2.0  ex  -0.32      X  -0.07      X  -76.7      X  12.42      X      X      X      X      X      X
2013-04-05 17:14:49.30  38.967  -112.923  -2.0  ex      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-04-06 09:01:44.38  39.365  -111.403  16.5  eq      X      X   0.61      X -122.8      X  13.87      X      X      X      X      X      X
2013-04-08 12:37:19.63  39.183  -111.665  19.0  eq      X      X      X      X      X      X      X      X      X      X      X      X      X
2013-04-09 21:56:48.70  40.495  -112.162  -2.0  ex  -0.14   0.02   0.24  -83.0 -138.6  13.66  12.45  -0.01   0.27   0.24   0.31  -0.05   0.24
